Timestamp,Event,Device,Brand
2026-02-20 05:04:52,add_to_chain,DiGiCo SD‑Rack,DiGiCo,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 05:04:54,add_to_chain,DiGiCo SD‑Rack,DiGiCo,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 05:20:35,add_to_chain,Shure AD4D (ADX1),Shure,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 05:45:34,add_to_chain,d&b D80 (High Density),d&b,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 05:46:30,add_to_chain,d&b D80 (High Density),d&b,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 17:40:33,add_to_chain,Allen & Heath CDM48 (Dante128x128) (96kHz),Allen,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 17:40:34,add_to_chain,Allen & Heath CDM48 (Dante128x128) (96kHz),Allen,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 17:44:01,add_to_chain,Shure AD4D (ADX1),Shure,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 17:44:04,add_to_chain,Allen & Heath CDM48 (Dante128x128) (96kHz),Allen,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 17:44:56,add_to_chain,Allen & Heath CDM48 (Dante128x128) (96kHz),Allen,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 18:29:43,add_to_chain,Allen & Heath CDM48 (Dante128x128) (96kHz),Allen,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 18:29:44,add_to_chain,DiGiCo SD‑Rack,DiGiCo,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 18:29:44,add_to_chain,DiGiCo SD‑Rack,DiGiCo,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 18:29:44,add_to_chain,DiGiCo SD‑Rack,DiGiCo,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 18:29:45,add_to_chain,Allen & Heath CDM48 (Dante128x128) (96kHz),Allen,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 18:29:46,add_to_chain,DiGiCo Quantum 112,DiGiCo,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 18:29:46,add_to_chain,DiGiCo SD‑Rack,DiGiCo,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 18:29:54,add_to_chain,DiGiCo SD12,DiGiCo,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 18:30:27,add_to_chain,Sound Devices Astral ARX32 (Long Range),Sound,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 18:30:29,add_to_chain,Sound Devices Astral ARX32 (Long Range),Sound,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
2026-02-20 18:30:29,add_to_chain,Sound Devices Astral ARX32 (Long Range),Sound,b7cac77a-b96c-4ce3-a1fa-ba2c6aa7c981
